"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"11/25/2018","Jewel","JEWEL-OSCO","15.74","debit","Groceries","credit_spending","",""
"11/23/2018","Transfer to checking_savings","Online Transfer to  SAV ...6356transaction#: 7670359597","231.00","debit","Transfer","checking_spending","",""
"11/23/2018","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 7670359592 11/23","703.00","debit","Transfer","checking_spending","",""
"11/23/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7670359597","231.00","credit","Transfer","checking_savings","",""
"11/23/2018","Exxon","EXXONMOBIL    97474118","24.07","debit","Gas & Fuel","credit_spending","",""
"11/23/2018","Target","TARGET.COM  *","13.86","debit","S: Misc","credit_spending","",""
"11/23/2018","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","28.73","debit","S: Comic Books","credit_spending","",""
"11/23/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7670359592","703.00","credit","Transfer","checking_bills","",""
"11/22/2018","Walgreens","WALGREENS #5284","22.64","debit","Pharmacy","credit_spending","",""
"11/22/2018","Dog Walk","DOG WALK","7.97","debit","Fast Food","credit_spending","",""
"11/22/2018","American Eagle Outfitters","A EAGLE OUTFTR00020552","24.47","credit","Clothing","credit_spending","",""
"11/22/2018","Dog Walk","DOG WALK","18.58","debit","Fast Food","credit_spending","",""
"11/22/2018","Thorntons Inc","THORNTONS #0316","23.88","debit","Gas & Fuel","credit_spending","",""
"11/22/2018","KFC","KFC C119014","10.94","debit","Fast Food","credit_spending","",""
"11/21/2018","Home Goods","HOMEGOODS #290","14.00","debit","Furnishings","credit_spending","",""
"11/21/2018","Target","TARGET        00018010","351.53","debit","S: Misc","credit_spending","",""
"11/21/2018","Etsy.com","Etsy.com","40.00","debit","Shopping","credit_spending","",""
"11/21/2018","Etsy.com","Etsy.com - LettersByLache","40.95","debit","Shopping","credit_spending","",""
"11/21/2018","Panera Bread","PANERA BREAD #203291","27.22","debit","Fast Food","credit_spending","",""
"11/21/2018","Amazon","Amazon.com*M82W38Y82","52.31","debit","Shopping","credit_spending","",""
"11/21/2018","Shutterfly","SHUTTERFLY","3.26","debit","Hobbies","credit_spending","",""
"11/21/2018","Naf Naf Grill","NAF NAF GRILL 013","10.26","debit","Restaurants","credit_spending","",""
"11/21/2018","Etsy.com","Etsy.com - bottlecapco","27.84","debit","Shopping","credit_spending","",""
"11/20/2018","Prime Video M","Prime Video*M09UC8CK1","2.99","debit","Movies & DVDs","credit_spending","",""
"11/20/2018","Target","TARGET.COM  *","15.00","debit","S: Misc","credit_spending","",""
"11/20/2018","Target","TARGET.COM  *","40.00","debit","S: Misc","credit_spending","",""
"11/20/2018","Home Depot","THE HOME DEPOT 1940","5.37","debit","Home Improvement","credit_spending","",""
"11/20/2018","2Checkout","2CO.COM*_ZELLAR_CO","59.99","debit","Electronics & Software","credit_spending","",""
"11/20/2018","Jewel","JEWEL-OSCO","88.40","debit","Groceries","credit_spending","",""
"11/20/2018","Home Depot","THE HOME DEPOT 1940","69.06","debit","Home Improvement","credit_spending","",""
"11/20/2018","Sp Smallwoodhome","SP * SMALLWOODHOME","51.50","debit","Gift","credit_spending","",""
"11/19/2018","ATM Fee","NON-CHASE ATM WITHDRAW319760  11/191201 S. W","3.00","debit","ATM Fee","checking_spending","",""
"11/19/2018","ATM Withdrawal","NON-CHASE ATM WITHDRAW319760  11/191201 S. W","60.00","debit","Cash & ATM","checking_spending","",""
"11/19/2018","Jewel","JEWEL-OSCO","63.51","debit","Groceries","credit_spending","",""
"11/19/2018","Doordash Portillos","DOORDASH*PORTILLOS","46.23","debit","Restaurants","credit_spending","",""
"11/19/2018","Buffalo Wild Wings","BUFFALO WILD WINGS","43.81","debit","Restaurants","credit_spending","",""
"11/19/2018","Rodan and Fields","RODANFI*LDS 4152738000","164.86","debit","Personal Care","credit_spending","",""
"11/19/2018","Jewel","JEWEL-OSCO","16.15","debit","Groceries","credit_spending","",""
"11/19/2018","Amazon","Amazon.com*M865T1Y70","33.99","debit","Shopping","credit_spending","",""
"11/19/2018","Rodan and Fields","RODANFI*LDS 4152738000","100.21","debit","Personal Care","credit_spending","",""
"11/19/2018","Trader Joe's","TRADER JOE'S #699  QPS","79.58","debit","Groceries","credit_spending","",""
"11/19/2018","Quickpay With Zelle","QuickPay with Zelle payment fromCHRISTINA C MAYS 7674048089","10.00","credit","Credit Card Payment","checking_bills","",""
"11/18/2018","Target","TARGET.COM  *","12.75","debit","S: Misc","credit_spending","",""
"11/18/2018","Coopers","COOPERS HAWK WINERY","50.00","debit","Food & Dining","credit_spending","",""
"11/18/2018","Hm.com","HM.COM","74.34","debit","Utilities","credit_spending","",""
"11/18/2018","Michaels","MICHAELS STORES 4802","29.08","debit","Hobbies","credit_spending","",""
"11/18/2018","Amazon","Amazon.com*M831B4IK1","15.93","debit","Shopping","credit_spending","",""
"11/18/2018","Pp Imagessherr","PP*IMAGESSHERR","36.00","debit","Hair","credit_spending","",""
"11/18/2018","Etsy.com","ETSY.COM","24.30","debit","Shopping","credit_spending","",""
"11/18/2018","Chipotle","CHIPOTLE ONLINE","23.97","debit","Fast Food","credit_spending","",""
"11/18/2018","Thorntons Inc","THORNTONS #0119","14.47","debit","Gas & Fuel","credit_spending","",""
"11/18/2018","American Eagle Outfitters","A EAGLE OUTFTR00006593","54.91","debit","Clothing","credit_spending","",""
"11/18/2018","Chick-Fil-A","CHICK-FIL-A #02845","9.53","debit","Fast Food","credit_spending","",""
"11/16/2018","Cheesecake Factory","CHEESECAKE SCHAUMBURG","33.99","debit","Restaurants","credit_spending","",""
"11/16/2018","Prime Video M","Prime Video*M82A61ID0","5.99","debit","Movies & DVDs","credit_spending","",""
"11/16/2018","Levi's","LEVI'S #803","53.11","credit","Clothing","credit_spending","",""
"11/16/2018","Lifetouch","LIFETOUCH PRESCHOOL PORTR","40.00","debit","Printing","credit_spending","",""
"11/16/2018","Tobi.com","TOBI.COM","45.00","debit","Clothing","credit_spending","",""
"11/16/2018","Dr Fuhrman Online","DR FUHRMAN ONLINE","39.50","debit","Health & Fitness","credit_bills","",""
"11/16/2018","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 7650697343 11/16","703.00","debit","Transfer","checking_spending","",""
"11/16/2018","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","checking_spending","",""
"11/16/2018","Transfer to checking_savings","Online Transfer to  SAV ...6356transaction#: 7650697340","231.00","debit","Transfer","checking_spending","",""
"11/16/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7650697340","231.00","credit","Transfer","checking_savings","",""
"11/16/2018","Interest","INTEREST PAYMENT","0.07","credit","Interest Income","checking_savings","",""
"11/16/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7650697343","703.00","credit","Transfer","checking_bills","",""
"11/16/2018","Interest","INTEREST PAYMENT","0.04","credit","Interest Income","checking_bills","",""
"11/15/2018","Amazon","AMZN Mktp US","32.97","credit","Shopping","credit_spending","",""
"11/15/2018","Hollister","HOLLISTER","55.23","debit","Clothing","credit_spending","",""
"11/15/2018","Chubby's","CHUBBY'S","17.08","debit","Restaurants","credit_spending","",""
"11/15/2018","Kohl's","KOHLS #0662","12.91","debit","Clothing","credit_spending","",""
"11/15/2018","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","29.64","debit","S: Comic Books","credit_spending","",""
"11/15/2018","Michaels","MICHAELS STORES 4802","4.30","debit","Hobbies","credit_spending","",""
"11/15/2018","Amazon","AMZN Mktp US","16.99","credit","Shopping","credit_spending","",""
"11/15/2018","Naf Naf Grill","NAF NAF GRILL 013","10.48","debit","Restaurants","credit_spending","",""
"11/15/2018","Target","TARGET        00018010","66.20","debit","S: Misc","credit_spending","",""
"11/15/2018","Etsy.com","Etsy.com - WildBrujaApoth","23.66","debit","Shopping","credit_spending","",""
"11/15/2018","Amazon","AMZN Mktp US*M883K29D0","36.10","debit","Shopping","credit_spending","",""
"11/15/2018","Kranze Technolog Quickbooks","KRANZE TECHNOLOG QUICKBOOKSPPD ID: 1722616653","3796.22","credit","Paycheck","checking_spending","",""
"11/15/2018","Mtg Ins Payment","MTG INS PMT","80.85","credit","Loan Payment","MORTGAGE","",""
"11/14/2018","Check","CHECK 1350","45.00","debit","Check","checking_spending","",""
"11/14/2018","Scholastic","Scholastic Reading Club","20.00","debit","Books","credit_spending","",""
"11/14/2018","J.Crew","J CREW","147.68","debit","Clothing","credit_spending","",""
"11/14/2018","Exxon","EXXONMOBIL    96272091","30.54","debit","Gas & Fuel","credit_spending","",""
"11/14/2018","Commonwealth Ed Online","COMMONWEALTH ED  ONLINE PMT CKF323729887POS WEB ID: 1061291316","62.38","debit","Credit Card Payment","checking_bills","",""
"11/14/2018","Check","CHECK 865","205.00","debit","Check","checking_bills","",""
"11/13/2018","ATM Withdrawal","ATM WITHDRAWAL005621  11/101000 S RA","80.00","debit","Cash & ATM","checking_spending","",""
"11/13/2018","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","20.00","credit","Income","checking_spending","",""
"11/13/2018","Bed Bath & Beyond","BED BATH & BEYOND #651","53.08","debit","Furnishings","credit_spending","",""
"11/13/2018","Panera Bread","PANERA BREAD #203291","29.48","debit","Fast Food","credit_spending","",""
"11/13/2018","Dt Duluth Trading","DT *DULUTH TRADING CO","65.28","debit","Clothing","credit_spending","",""
"11/13/2018","Etsy.com","Etsy.com - Multiple Shops","79.86","debit","Shopping","credit_spending","",""
"11/13/2018","Jewel","JEWEL-OSCO","4.06","debit","Groceries","credit_spending","",""
"11/13/2018","Amazon","AMZN Mktp US*M80J50SL1","32.97","debit","Shopping","credit_spending","",""
"11/13/2018","Nixieclocks","PAYPAL *NIXIECLOCKS","58.00","debit","Gift","credit_spending","",""
"11/13/2018","AT&T","AT&T*BILL PAYMENT","189.86","debit","Home Phone","credit_bills","",""
"11/12/2018","Amazon","AMZN Mktp US*M80YJ6S41","64.55","debit","Shopping","credit_spending","",""
"11/12/2018","Payless ShoeSource","PAYLESS SHOESO00043679","18.31","credit","Clothing","credit_spending","",""
"11/12/2018","The Algonquin Sub Shop","THE ALGONQUIN SUB SHOP","23.71","debit","Fast Food","credit_spending","",""
"11/12/2018","Mod Pizza B","MOD PIZZA ALGONQUIN B","29.65","debit","Restaurants","credit_spending","",""
"11/12/2018","Texan Bbq","THE TEXAN BBQ","45.73","debit","Restaurants","credit_spending","",""
"11/12/2018","Jewel","JEWEL-OSCO","38.83","debit","Groceries","credit_spending","",""
"11/12/2018","Hulu","HLU*Hulu 152535979854-U","11.99","debit","Movies & DVDs","credit_bills","",""
"11/11/2018","Amazon","AMZN Mktp US","19.99","credit","Shopping","credit_spending","",""
"11/11/2018","Levi's","LEVI'S #803","87.59","credit","Clothing","credit_spending","",""
"11/11/2018","Amazon","AMZN Mktp US*M87CA06W2","92.47","debit","Shopping","credit_spending","",""
"11/11/2018","Jewel","JEWEL-OSCO","76.62","debit","Groceries","credit_spending","",""
"11/11/2018","Kohl's","KOHLS #0662","26.03","debit","Clothing","credit_spending","",""
"11/11/2018","Target","TARGET        00011668","67.56","debit","S: Misc","credit_spending","",""
"11/11/2018","Wal-Mart","WALMART.COM","45.40","debit","Shopping","credit_spending","",""
"11/11/2018","Payless ShoeSource","PAYLESS SHOESO00043679","18.31","debit","Clothing","credit_spending","",""
"11/11/2018","Amazon","AMZN Mktp US","53.98","credit","Shopping","credit_spending","",""
"11/11/2018","Prime Video M","Prime Video*M89TJ86L1","14.99","debit","Movies & DVDs","credit_spending","",""
"11/11/2018","Houlihans","HOULIHANS #161","30.19","debit","Restaurants","credit_spending","",""
"11/11/2018","iTunes","APL*ITUNES.COM/BILL","2.99","debit","Music","credit_spending","",""
"11/11/2018","Prime Video M","Prime Video*M83TW96O1","14.99","debit","Movies & DVDs","credit_spending","",""
"11/11/2018","Target","TARGET.COM  *","35.05","debit","S: Misc","credit_spending","",""
"11/11/2018","Red Robin","RED ROBIN NO 343","30.36","debit","Restaurants","credit_spending","",""
"11/11/2018","Amazon","AMZN Mktp US","16.99","credit","Shopping","credit_spending","",""
"11/11/2018","Target","TARGET        00011668","31.22","debit","S: Misc","credit_spending","",""
"11/11/2018","Target","TARGET.COM  *","0.33","debit","S: Misc","credit_spending","",""
"11/11/2018","Amazon","AMZN Mktp US","16.99","credit","Shopping","credit_spending","",""
"11/11/2018","Crystal","FRESH THYME #109 CRYSTAL","163.48","debit","Travel","credit_spending","",""
"11/11/2018","Jewel","JEWEL-OSCO","6.09","debit","Groceries","credit_spending","",""
"11/11/2018","Netflix","Netflix.com","10.99","debit","Movies & DVDs","credit_bills","",""
"11/09/2018","Red Robin","RED ROBIN NO 343","23.24","debit","Restaurants","credit_spending","",""
"11/09/2018","Target","TARGET        00018010","16.34","credit","Shopping","credit_spending","",""
"11/09/2018","Target","TARGET        00018010","29.74","credit","Shopping","credit_spending","",""
"11/09/2018","Amazon","AMZN Mktp US*M85OB2QR0","107.95","debit","Shopping","credit_spending","",""
"11/09/2018","Target","TARGET        00018010","29.74","credit","Shopping","credit_spending","",""
"11/09/2018","Amazon","Amazon.com*M85KL48L0","26.88","debit","Shopping","credit_spending","",""
"11/09/2018","Target","TARGET        00018010","5.40","debit","S: Misc","credit_spending","",""
"11/09/2018","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","43.99","debit","S: Comic Books","credit_spending","",""
"11/09/2018","Amazon Music","Amazon MP3*M89AQ08F2","1.29","debit","Music","credit_spending","",""
"11/09/2018","Target","TARGET        00018010","29.02","credit","Shopping","credit_spending","",""
"11/09/2018","Michaels","MICHAELS GIFT CARDS","21.95","debit","Hobbies","credit_spending","",""
"11/09/2018","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 7629849618 11/09","703.00","debit","Transfer","checking_spending","",""
"11/09/2018","Transfer to checking_savings","Online Transfer to  SAV ...6356transaction#: 7629849615","231.00","debit","Transfer","checking_spending","",""
"11/09/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7629849615","231.00","credit","Transfer","checking_savings","",""
"11/09/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7629849618","703.00","credit","Transfer","checking_bills","",""
"11/08/2018","Amazon","AMZN Mktp US*M86299BM2","53.88","debit","Shopping","credit_spending","",""
"11/08/2018","Buffalo Wild Wings","BUFFALO WILD WINGS","8.12","debit","Restaurants","credit_spending","",""
"11/08/2018","Village of Algonquin","VILLAGE OF ALGON W/S BILLPPD ID: 36-6005766","57.00","debit","Fees & Charges","checking_bills","",""
"11/07/2018","Target","TARGET.COM  *","16.34","debit","S: Misc","credit_spending","",""
"11/07/2018","Thorntons Inc","THORNTONS #0316","27.24","debit","Gas & Fuel","credit_spending","",""
"11/07/2018","Target","TARGET.COM  *","17.64","debit","S: Misc","credit_spending","",""
"11/07/2018","Target","TARGET.COM  *","0.92","debit","S: Misc","credit_spending","",""
"11/07/2018","Amazon","Amazon.com*M82O50HD2","3.18","debit","Shopping","credit_spending","",""
"11/07/2018","North Face","NORTHFACE VF OUTDOOR","129.30","credit","Clothing","credit_spending","",""
"11/07/2018","Exxon","EXXONMOBIL    97474118","29.01","debit","Gas & Fuel","credit_spending","",""
"11/07/2018","Taco Bell","TACO BELL #32084","26.56","debit","Fast Food","credit_spending","",""
"11/06/2018","Jewel","JEWEL.COM #3291","92.37","debit","Groceries","credit_spending","",""
"11/06/2018","Timber Ridge Lodge","TIMBER RIDGE LODGE","319.37","debit","Hotel","credit_spending","",""
"11/06/2018","Chipotle","CHIPOTLE 1426","23.01","debit","Fast Food","credit_spending","",""
"11/06/2018","Butcher Block","BUTCHER ON THE BLOCK","12.79","debit","Groceries","credit_spending","",""
"11/06/2018","Wf Home Mtg","WF HOME MTG      AUTO PAY   0471893636      WEB ID: 1562287461","1615.21","debit","Mortgage & Rent","checking_bills","",""
"11/05/2018","Scoops Ice Cream","SCOOPS ICE CREAM","15.67","debit","Fast Food","credit_spending","",""
"11/05/2018","Target","TARGET.COM  *","57.36","debit","S: Misc","credit_spending","",""
"11/05/2018","Popeye's","POPEYE'S LAKE GENEVA","80.35","debit","Restaurants","credit_spending","",""
"11/05/2018","Target","TARGET.COM  *","0.67","debit","S: Misc","credit_spending","",""
